/home/qinhf/TrainData2/TrainImage/6312.jpg	0.48	0.55	0.55	0.48	0.59	0.49	0.28	0.30	0.58	0.46	0.60	0.49	0.53	0.46	0.51	0.30	0.46	0.41	0.40	0.54	0.58	0.47	0.47	0.49	0.46	0.44	0.54	0.43	0.57	0.51	0.64	0.53	0.50	0.90	0.47	0.33	0.48	0.38	0.53	0.57	0.34	0.42	0.49	0.53	0.68	0.30	0.40	0.51	0.44	0.35	0.22	0.59	0.59	0.38	0.52	0.36	0.84	0.38	0.58	0.47	0.38	0.46	0.46	0.51	0.46	0.53	0.54	0.51	0.61	0.64	0.43	0.43	0.30	0.58	0.41	0.26	0.45	0.63	0.63	0.41
/home/qinhf/TrainData2/TrainImage/2684.jpg	0.67	0.64	0.34	0.49	0.55	0.34	0.16	0.75	0.46	0.20	0.41	0.49	0.72	0.50	0.31	0.50	0.50	0.42	0.49	0.44	0.39	0.65	0.38	0.48	0.64	0.44	0.55	0.49	0.50	0.71	0.53	0.53	0.60	0.88	0.49	0.38	0.46	0.33	0.42	0.58	0.28	0.54	0.31	0.39	0.59	0.30	0.46	0.61	0.58	0.75	0.54	0.76	0.50	0.38	0.49	0.39	0.37	0.48	0.65	0.57	0.60	0.62	0.56	0.68	0.54	0.56	0.63	0.57	0.35	0.49	0.72	0.73	0.29	0.36	0.41	0.50	0.77	0.62	0.42	0.35
/home/qinhf/TrainData2/TrainImage/7013.jpg	0.46	0.40	0.45	0.47	0.66	0.48	0.72	0.54	0.50	0.52	0.38	0.61	0.53	0.37	0.32	0.58	0.38	0.47	0.66	0.46	0.41	0.37	0.50	0.49	0.44	0.53	0.36	0.59	0.35	0.59	0.46	0.34	0.40	0.73	0.23	0.50	0.30	0.49	0.59	0.32	0.47	0.32	0.81	0.68	0.48	0.36	0.55	0.57	0.52	0.66	0.41	0.70	0.63	0.42	0.39	0.57	0.52	0.46	0.73	0.25	0.57	0.63	0.62	0.57	0.51	0.44	0.49	0.49	0.70	0.64	0.39	0.52	0.56	0.47	0.49	0.51	0.50	0.33	0.28	0.55
/home/qinhf/TrainData2/TrainImage/8611.jpg	0.41	0.63	0.46	0.56	0.56	0.50	0.48	0.54	0.29	0.43	0.66	0.45	0.60	0.48	0.46	0.44	0.35	0.74	0.77	0.70	0.40	0.62	0.53	0.33	0.39	0.51	0.49	0.56	0.41	0.56	0.64	0.44	0.57	0.30	0.45	0.59	0.61	0.23	0.37	0.35	0.42	0.67	0.37	0.69	0.41	0.50	0.64	0.49	0.60	0.40	0.44	0.54	0.59	0.58	0.32	0.47	0.44	0.31	0.40	0.48	0.33	0.47	0.41	0.34	0.79	0.73	0.38	0.58	0.56	0.49	0.55	0.24	0.50	0.35	0.58	0.43	0.48	0.66	0.60	0.43
/home/qinhf/TrainData2/TrainImage/7703.jpg	0.31	0.47	0.59	0.62	0.45	0.24	0.44	0.34	0.47	0.71	0.41	0.49	0.52	0.58	0.51	0.63	0.82	0.52	0.60	0.65	0.64	0.65	0.50	0.34	0.46	0.41	0.41	0.58	0.52	0.63	0.60	0.56	0.64	0.47	0.32	0.32	0.52	0.48	0.52	0.53	0.42	0.47	0.38	0.46	0.34	0.38	0.56	0.56	0.61	0.33	0.61	0.61	0.57	0.38	0.43	0.36	0.50	0.61	0.49	0.46	0.40	0.68	0.39	0.39	0.40	0.33	0.55	0.26	0.71	0.49	0.49	0.59	0.49	0.57	0.37	0.56	0.51	0.77	0.41	0.67
/home/qinhf/TrainData2/TrainImage/3331.jpg	0.26	0.47	0.50	0.48	0.57	0.43	0.29	0.47	0.32	0.50	0.43	0.60	0.79	0.51	0.52	0.50	0.62	0.57	0.83	0.46	0.33	0.56	0.58	0.55	0.48	0.47	0.57	0.65	0.57	0.63	0.49	0.30	0.68	0.76	0.41	0.43	0.45	0.53	0.54	0.56	0.48	0.41	0.70	0.55	0.46	0.53	0.73	0.41	0.56	0.67	0.60	0.49	0.56	0.62	0.66	0.42	0.40	0.45	0.61	0.49	0.73	0.43	0.49	0.59	0.52	0.55	0.43	0.39	0.34	0.42	0.66	0.62	0.40	0.48	0.48	0.47	0.31	0.40	0.49	0.38
/home/qinhf/TrainData2/TrainImage/956.jpg	0.17	0.44	0.35	0.54	0.54	0.49	0.28	0.41	0.57	0.41	0.35	0.36	0.36	0.46	0.38	0.47	0.51	0.54	0.57	0.25	0.61	0.38	0.47	0.45	0.63	0.48	0.58	0.59	0.49	0.73	0.48	0.65	0.30	0.48	0.69	0.53	0.52	0.63	0.59	0.43	0.61	0.37	0.66	0.69	0.38	0.45	0.79	0.61	0.42	0.71	0.41	0.29	0.54	0.42	0.50	0.48	0.28	0.43	0.51	0.74	0.41	0.56	0.62	0.44	0.42	0.49	0.61	0.43	0.34	0.60	0.60	0.51	0.49	0.37	0.41	0.59	0.48	0.39	0.53	0.45
/home/qinhf/TrainData2/TrainImage/2825.jpg	0.54	0.33	0.25	0.36	0.43	0.58	0.61	0.60	0.23	0.31	0.66	0.55	0.43	0.47	0.56	0.37	0.49	0.42	0.28	0.66	0.22	0.30	0.65	0.59	0.51	0.48	0.37	0.41	0.46	0.69	0.42	0.41	0.59	0.51	0.36	0.46	0.58	0.48	0.35	0.67	0.39	0.59	0.65	0.40	0.37	0.24	0.62	0.38	0.54	0.47	0.55	0.43	0.66	0.58	0.60	0.42	0.68	0.59	0.35	0.62	0.78	0.47	0.65	0.61	0.58	0.61	0.42	0.53	0.41	0.38	0.45	0.56	0.53	0.65	0.54	0.56	0.68	0.71	0.40	0.36
/home/qinhf/TrainData2/TrainImage/1537.jpg	0.39	0.62	0.34	0.46	0.28	0.71	0.41	0.43	0.47	0.51	0.53	0.51	0.74	0.63	0.26	0.58	0.45	0.47	0.36	0.63	0.39	0.44	0.51	0.39	0.60	0.47	0.60	0.47	0.45	0.49	0.55	0.67	0.66	0.50	0.41	0.67	0.36	0.38	0.69	0.29	0.46	0.55	0.82	0.48	0.38	0.40	0.63	0.41	0.72	0.38	0.58	0.54	0.42	0.54	0.44	0.20	0.46	0.53	0.34	0.46	0.53	0.48	0.33	0.58	0.64	0.73	0.68	0.46	0.42	0.65	0.53	0.36	0.52	0.43	0.43	0.71	0.44	0.58	0.64	0.73
/home/qinhf/TrainData2/TrainImage/9119.jpg	0.30	0.69	0.62	0.59	0.51	0.44	0.53	0.58	0.17	0.38	0.48	0.36	0.57	0.56	0.39	0.43	0.61	0.62	0.62	0.41	0.48	0.56	0.62	0.45	0.33	0.55	0.49	0.64	0.68	0.50	0.45	0.45	0.56	0.31	0.49	0.42	0.50	0.65	0.92	0.49	0.38	0.44	0.94	0.45	0.61	0.44	0.36	0.55	0.41	0.26	0.40	0.57	0.54	0.59	0.43	0.33	0.55	0.45	0.68	0.59	0.42	0.46	0.66	0.38	0.47	0.46	0.35	0.47	0.61	0.61	0.48	0.53	0.41	0.69	0.53	0.50	0.33	0.51	0.35	0.46
/home/qinhf/TrainData2/TrainImage/6028.jpg	0.34	0.38	0.39	0.65	0.47	0.54	0.44	0.63	0.27	0.60	0.37	0.61	0.69	0.37	0.65	0.40	0.50	0.40	0.43	0.47	0.40	0.52	0.57	0.62	0.38	0.41	0.51	0.59	0.41	0.67	0.46	0.64	0.48	0.49	0.41	0.62	0.38	0.55	0.53	0.57	0.58	0.55	0.22	0.64	0.36	0.35	0.58	0.61	0.26	0.62	0.56	0.28	0.69	0.41	0.62	0.46	0.57	0.35	0.61	0.58	0.35	0.50	0.58	0.57	0.31	0.55	0.39	0.38	0.28	0.41	0.32	0.70	0.37	0.57	0.43	0.40	0.54	0.44	0.26	0.42
/home/qinhf/TrainData2/TrainImage/1745.jpg	0.53	0.56	0.47	0.40	0.66	0.38	0.43	0.56	0.29	0.53	0.47	0.50	0.39	0.55	0.36	0.30	0.37	0.65	0.58	0.30	0.43	0.29	0.53	0.55	0.52	0.47	0.39	0.65	0.51	0.34	0.53	0.36	0.56	0.76	0.54	0.59	0.56	0.38	0.24	0.43	0.23	0.53	0.57	0.65	0.47	0.63	0.51	0.52	0.47	0.43	0.36	0.54	0.61	0.39	0.41	0.59	0.70	0.42	0.24	0.53	0.48	0.38	0.68	0.46	0.30	0.37	0.51	0.34	0.58	0.32	0.46	0.11	0.25	0.46	0.60	0.33	0.53	0.38	0.49	0.59
/home/qinhf/TrainData2/TrainImage/7175.jpg	0.64	0.67	0.39	0.51	0.47	0.37	0.38	0.64	0.39	0.50	0.60	0.31	0.52	0.54	0.48	0.44	0.58	0.47	0.57	0.63	0.52	0.36	0.35	0.58	0.45	0.53	0.57	0.57	0.52	0.35	0.52	0.57	0.45	0.63	0.24	0.50	0.41	0.50	0.64	0.55	0.36	0.37	0.39	0.28	0.75	0.42	0.44	0.50	0.69	0.56	0.42	0.66	0.51	0.58	0.48	0.50	0.65	0.46	0.89	0.52	0.48	0.38	0.62	0.37	0.32	0.56	0.67	0.49	0.38	0.54	0.47	0.39	0.86	0.52	0.50	0.30	0.47	0.29	0.59	0.50
/home/qinhf/TrainData2/TrainImage/8853.jpg	0.39	0.67	0.42	0.54	0.34	0.50	0.68	0.54	0.32	0.52	0.52	0.40	0.44	0.38	0.38	0.61	0.30	0.32	0.44	0.84	0.40	0.41	0.53	0.53	0.63	0.49	0.50	0.29	0.43	0.61	0.38	0.57	0.49	0.53	0.36	0.76	0.51	0.47	0.37	0.66	0.47	0.33	0.43	0.19	0.47	0.50	0.44	0.54	0.59	0.77	0.45	0.47	0.59	0.56	0.54	0.48	0.56	0.75	0.50	0.35	0.44	0.73	0.48	0.66	0.60	0.53	0.30	0.53	0.50	0.48	0.54	0.35	0.30	0.44	0.41	0.53	0.57	0.41	0.23	0.59
